title,actor,link,rate
迁徙的鸟,导演: 雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud   主演:...,https://movie.douban.com/subject/1292281/,9.1
荒野生存,导演: 西恩·潘 Sean Penn   主演: 埃米尔·赫斯基 Emile Hirsch / 马西娅·...,https://movie.douban.com/subject/1905462/,8.6
地球上的星星,导演: 阿米尔·汗 Aamir Khan / 阿莫尔·古普特 Amole Gupte   主演: 达席尔...,https://movie.douban.com/subject/2363506/,8.8
绿里奇迹,导演: Frank Darabont   主演: 汤姆·汉克斯 Tom Hanks / 大卫·摩斯 David M...,https://movie.douban.com/subject/1300374/,8.7
阿飞正传,导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 张曼玉 Maggie C...,https://movie.douban.com/subject/1305690/,8.5
蝙蝠侠：黑暗骑士崛起,导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 克里斯蒂安·贝尔 Christ...,https://movie.douban.com/subject/3395373/,8.5
勇闯夺命岛,导演: 迈克尔·贝 Michael Bay   主演: 肖恩·康纳利 Sean Connery / 尼古拉...,https://movie.douban.com/subject/1292728/,8.5
燕尾蝶,导演: 岩井俊二 Shunji Iwai   主演: 三上博史 / 恰拉 / 伊藤步,https://movie.douban.com/subject/1307793/,8.6
恐怖游轮,导演: 克里斯托弗·史密斯 Christopher Smith   主演: 梅利莎·乔治 Melissa ...,https://movie.douban.com/subject/3011051/,8.3
惊魂记,导演: Alfred Hitchcock   主演: Janet Leigh / Anthony Perkins / Vera Miles,https://movie.douban.com/subject/1293181/,8.8
卡萨布兰卡,导演: Michael Curtiz   主演: 亨弗莱·鲍嘉 Humphrey Bogart / 英格丽·褒曼...,https://movie.douban.com/subject/1296753/,8.6
荒蛮故事,导演: Damián Szifron   主演: 里卡杜·达林 Ricardo Darín / 艾丽卡·里瓦...,https://movie.douban.com/subject/24750126/,8.7
魔女宅急便,导演: 宫崎骏 Hayao Miyazaki   主演: 高山南 / 佐久间玲 / 山口胜平,https://movie.douban.com/subject/1307811/,8.4
英国病人,导演: 安东尼·明格拉 Anthony Minghella   主演: 拉尔夫·费因斯 Ralph Fien...,https://movie.douban.com/subject/1291853/,8.4
再次出发之纽约遇见你,导演: 约翰·卡尼 John Carney   主演: 凯拉·奈特莉 Keira Knightley / 马克...,https://movie.douban.com/subject/6874403/,8.5
这个男人来自地球,导演: 理查德·沙因克曼 Richard Schenkman   主演: 大卫·李·史密斯 David ...,https://movie.douban.com/subject/2300586/,8.5
达拉斯买家俱乐部,导演: 让-马克·瓦雷 Jean-Marc Vallée   主演: 马修·麦康纳 Matthew McCon...,https://movie.douban.com/subject/1793929/,8.6
变脸,导演: 吴宇森 John Woo   主演: 约翰·特拉沃尔塔 John Travolta / 尼古拉斯...,https://movie.douban.com/subject/1292659/,8.4
小森林 冬春篇,导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...,https://movie.douban.com/subject/25814707/,8.9
叫我第一名,导演: 彼得·维纳 Peter Werner   主演: 詹姆斯·沃克 James Wolk / 特里特·...,https://movie.douban.com/subject/4798888/,8.6
终结者2：审判日,导演: 詹姆斯·卡梅隆 James Cameron   主演: 阿诺·施瓦辛格 Arnold Schwarz...,https://movie.douban.com/subject/1291844/,8.5
E.T. 外星人,导演: Steven Spielberg   主演: Henry Thomas / Dee Wallace / Robert MacNa...,https://movie.douban.com/subject/1294638/,8.5
东京物语,导演: 小津安二郎 Yasujirô Ozu   主演: 笠智众 Chishû Ryû / 原节...,https://movie.douban.com/subject/1291568/,9.2
未麻的部屋,导演: 今敏 Satoshi Kon   主演: 岩男润子 Junko Iwao / 松本梨香 Rica Matsu...,https://movie.douban.com/subject/1395091/,8.8
被解救的姜戈,导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 杰米·福克斯 Jamie Foxx /...,https://movie.douban.com/subject/6307447/,8.5
牯岭街少年杀人事件,导演: 杨德昌 Edward Yang   主演: 张震 Chen Chang / 杨静怡 Lisa Yang / 张...,https://movie.douban.com/subject/1292329/,8.7
末路狂花,导演: 雷德利·斯科特 Ridley Scott   主演: 吉娜·戴维斯 Geena Davis / 苏...,https://movie.douban.com/subject/1291992/,8.7
穆赫兰道,导演: 大卫·林奇 David Lynch   主演: 娜奥米·沃茨 Naomi Watts / 劳拉·哈...,https://movie.douban.com/subject/1292217/,8.3
发条橙,导演: Stanley Kubrick   主演: Malcolm McDowell / Patrick Magee / Michael...,https://movie.douban.com/subject/1292233/,8.4
哪吒闹海,导演: 严定宪 Dingxian Yan / 王树忱 Shuchen Wang   主演: 梁正晖 / 邱岳峰 ...,https://movie.douban.com/subject/1307315/,8.8
忠犬八公物语,导演: Seijirô Kôyama   主演: 山本圭 Kei Yamamoto / 井川比佐志 Hisa...,https://movie.douban.com/subject/1959195/,9.0
非常嫌疑犯,导演: 布莱恩·辛格 Bryan Singer   主演: 史蒂芬·鲍德温 Stephen Baldwin /...,https://movie.douban.com/subject/1292214/,8.6
爆裂鼓手,导演: 达米安·沙泽勒 Damien Chazelle   主演: 迈尔斯·特勒 Miles Teller /...,https://movie.douban.com/subject/25773932/,8.6
源代码,导演: 邓肯·琼斯 Duncan Jones   主演: 杰克·吉伦哈尔 Jake Gyllenhaal / ...,https://movie.douban.com/subject/3075287/,8.3
黑客帝国3：矩阵革命,导演: Andy Wachowski / Larry Wachowski   主演: Keanu Reeves / Laurence F...,https://movie.douban.com/subject/1302467/,8.5
新龙门客栈,导演: 李惠民 Raymond Lee   主演: 张曼玉 Maggie Cheung / 林青霞 Brigitte ...,https://movie.douban.com/subject/1292287/,8.4
美国丽人,导演: 萨姆·门德斯 Sam Mendes   主演: 凯文·史佩西 Kevin Spacey / 安妮特...,https://movie.douban.com/subject/1292062/,8.4
黄金三镖客,导演: Sergio Leone   主演: Clint Eastwood / Eli Wallach / Lee Van Cleef,https://movie.douban.com/subject/1401118/,9.1
青蛇,导演: 徐克 Hark Tsui   主演: 张曼玉 Maggie Cheung / 王祖贤 Joey Wang / ...,https://movie.douban.com/subject/1303394/,8.4
上帝也疯狂,导演: Jamie Uys   主演: Marius Weyers / Sandra Prinsloo / N!xau,https://movie.douban.com/subject/1297478/,8.6
爱·回家,导演: 李廷香 Jeong-hyang Lee   主演: 金艺芬 Eul-boon Kim / 俞承豪 Seung-...,https://movie.douban.com/subject/1299361/,9.1
勇士,导演: 加文·欧康诺 Gavin O'Connor   主演: 汤姆·哈迪 Tom Hardy / 乔尔·...,https://movie.douban.com/subject/3217169/,8.9
曾经,导演: 约翰·卡尼 John Carney   主演: 格伦·汉塞德 Glen Hansard / 玛可塔...,https://movie.douban.com/subject/2053515/,8.3
初恋这件小事,导演: Puttipong Promsaka Na Sakolnakorn / Wasin pokpong   主演: 马里奥·...,https://movie.douban.com/subject/4739952/,8.2
无耻混蛋,导演: Quentin Tarantino   主演: 布拉德·皮特 Brad Pitt / 梅拉尼·罗兰 M...,https://movie.douban.com/subject/1438652/,8.4
城市之光,导演: Charles Chaplin   主演: 查理·卓别林 Charles Chaplin / 弗吉尼亚·...,https://movie.douban.com/subject/1293908/,9.2
蓝色大门,导演: 易智言 Chih-yen Yee   主演: 桂纶镁 Lunmei Kwai / 陈柏霖 Bo-lin Che...,https://movie.douban.com/subject/1308575/,8.2
麦兜故事,导演: 袁建滔 Toe Yuen   主演: 李晋纬 / 林海峰 Jan Lamb / 吴君如 Sandra Ng,https://movie.douban.com/subject/1302476/,8.5
蝴蝶,导演: 菲利普·穆伊尔 Philippe Muyl   主演: 米歇尔·塞罗 Michel Serrault ...,https://movie.douban.com/subject/1292056/,8.6
暖暖内含光,导演: 米歇尔·冈瑞 Michel Gondry   主演: 金·凯瑞 Jim Carrey / 凯特·温...,https://movie.douban.com/subject/1308777/,8.4
与狼共舞,导演: Kevin Costner   主演: Kevin Costner / Mary McDonnell / Graham Greene,https://movie.douban.com/subject/1293764/,8.9
无敌破坏王,导演: 瑞奇·莫尔 Rich Moore   主演: 简·林奇 Jane Lynch / 约翰·C·赖利 ...,https://movie.douban.com/subject/6534248/,8.7
巴黎淘气帮,导演: Laurent Tirard   主演: 马克西姆·戈达尔 Maxime Godart / 瓦莱丽·勒...,https://movie.douban.com/subject/3157605/,8.6
大卫·戈尔的一生,导演: Alan Parker   主演: 凯文·史派西 Kevin Spacey / 凯特·温丝莱特 Kat...,https://movie.douban.com/subject/1305725/,8.7
遗愿清单,导演: 罗伯·莱纳 Rob Reiner   主演: 杰克·尼科尔森 Jack Nicholson / 摩根...,https://movie.douban.com/subject/1867345/,8.5
国王的演讲,导演: 汤姆·霍珀 Tom Hooper   主演: 柯林·菲尔斯 Colin Firth / 杰弗里·...,https://movie.douban.com/subject/4023638/,8.3
夜访吸血鬼,导演: 尼尔·乔丹 Neil Jordan   主演: 布拉德·皮特 Brad Pitt / 汤姆·克鲁...,https://movie.douban.com/subject/1299327/,8.3
血钻,导演: Edward Zwick   主演: Leonardo DiCaprio / Jennifer Connelly / Djimo...,https://movie.douban.com/subject/1428175/,8.5
两小无猜,导演: 杨·塞谬尔 Yann Samuell   主演: 吉约姆·卡内 Guillaume Canet / 玛...,https://movie.douban.com/subject/1308817/,8.2
偷拐抢骗,导演: 盖·里奇 Guy Ritchie   主演: 布拉德·皮特 Brad Pitt / 本尼西奥·德...,https://movie.douban.com/subject/1301171/,8.5
爱在暹罗,导演: 楚克‧萨克瑞科 Chukiat Sakveerakul   主演: 维特维斯特·海伦亚沃...,https://movie.douban.com/subject/2365260/,8.3
中央车站,导演: Walter Salles   主演: Fernanda Montenegro / Marília Pêra / Viní...,https://movie.douban.com/subject/1292218/,8.7
荒岛余生,导演: 罗伯特·泽米吉斯 Robert Zemeckis   主演: 汤姆·汉克斯 Tom Hanks / ...,https://movie.douban.com/subject/1298653/,8.4
罪恶之城,导演: 弗兰克·米勒 Frank Miller / 罗伯特·罗德里格兹 Robert Rodriguez   ...,https://movie.douban.com/subject/1309027/,8.4
月球,导演: 邓肯·琼斯 Duncan Jones   主演: 山姆·洛克威尔 Sam Rockwell / 凯文...,https://movie.douban.com/subject/3073124/,8.5
千钧一发,导演: 安德鲁·尼科尔 Andrew Niccol   主演: 伊桑·霍克 Ethan Hawke / 乌玛...,https://movie.douban.com/subject/1300117/,8.7
模仿游戏,导演: 莫腾·泰杜姆 Morten Tyldum   主演: 本尼迪克特·康伯巴奇 Benedict C...,https://movie.douban.com/subject/10463953/,8.5
寿司之神,导演: 大卫·贾柏 David Gelb   主演: 小野二郎  Jiro Ono / 小野祯一 Yoshik...,https://movie.douban.com/subject/6146955/,8.8
疯狂的石头,导演: 宁浩 Hao Ning   主演: 郭涛 Tao Guo / 刘桦 Hua Liu / 连晋 Teddy Lin,https://movie.douban.com/subject/1862151/,8.2
枪火,导演: 杜琪峰 Johnnie To   主演: 吴镇宇 Francis Ng / 任达华 Simon Yam / ...,https://movie.douban.com/subject/1300741/,8.6
我爱你,导演: 秋昌民 Chang-min Choo   主演: 宋在河 Jae-ho Song / 李顺载 Soon-jae...,https://movie.douban.com/subject/5908478/,9.0
廊桥遗梦,导演: Clint Eastwood   主演: Clint Eastwood / Meryl Streep / Annie Corley,https://movie.douban.com/subject/1293929/,8.5
爱在午夜降临前,导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...,https://movie.douban.com/subject/10808442/,8.7
角斗士,导演: Ridley Scott   主演: Russell Crowe / Joaquin Phoenix / Connie Nielsen,https://movie.douban.com/subject/1293530/,8.4
假如爱有天意,导演: 郭在容 Jae-young Kwak   主演: 孙艺珍 Ye-jin Son / 曹承佑 Seung-woo...,https://movie.douban.com/subject/1304073/,8.2
导盲犬小Q,导演: 崔洋一 Yoichi Sai   主演: 小林薰 / 椎名桔平 / 香川照之,https://movie.douban.com/subject/1316572/,8.4
不一样的天空,导演: 莱塞·霍尔斯道姆 Lasse Hallström   主演: 约翰尼·德普 Johnny De...,https://movie.douban.com/subject/1301617/,8.6
